,customer_id,count_x,vendor_x,vendor_y,count_y,Pop_v
19926,Q3X3IWH,1,858,858,1,858
19927,Q453VBY,4,"271, 231, 231, 85","271, 231, 85",3,231
19928,Q471FLQ,1,849,849,1,849
19929,Q4892HL,5,"294, 83, 237, 237, 84","294, 83, 237, 84",4,237
19930,Q48YE75,12,"191, 191, 841, 841, 191, 203, 191, 191, 191, 191, 841, 573","191, 841, 203, 573",4,191
19931,Q49CWN5,32,"78, 113, 78, 113, 78, 78, 113, 78, 113, 113, 78, 78, 78, 113, 78, 78, 113, 106, 78, 79, 79, 79, 113, 79, 79, 79, 79, 79, 79, 79, 113, 76","78, 113, 106, 79, 76",5,78
19932,Q49FQLW,3,"84, 105, 157","84, 105, 157",3,"84,105,157"
19933,Q49P9BG,32,"356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356, 356",356,1,356
19934,Q4CAEG7,1,858,858,1,858
19935,Q4CPDHB,5,"148, 199, 82, 577, 681","148, 199, 82, 577, 681",5,"148,199,82,577,681"
19936,Q4D9P63,5,"203, 203, 573, 573, 573","203, 573",2,573
19937,Q4G84WG,1,299,299,1,299
19938,Q4JD2EC,5,"161, 573, 573, 573, 573","161, 573",2,573
19939,Q4KLOSX,37,"78, 78, 78, 78, 391, 23, 78, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 106, 79, 79, 79, 79, 79, 79, 856, 856, 856, 856, 856, 856, 856, 856, 856, 856, 856, 856, 856","78, 391, 23, 79, 106, 856",6,79
19940,Q4KW6CT,4,"846, 105, 419, 105","846, 105, 419",3,105
19941,Q4M4OB6,1,386,386,1,386
19942,Q4Q3KYR,2,"160, 44","160, 44",2,"160,44"
19943,Q4QGVCB,1,250,250,1,250
19944,Q4R8E0I,2,"104, 192","104, 192",2,"104,192"
19945,Q4S3Y2F,3,"575, 459, 84","575, 459, 84",3,"575,459,84"
19946,Q4VYRRT,2,"84, 105","84, 105",2,"84,105"
19947,Q4W8G71,5,"78, 78, 78, 79, 79","78, 79",2,78
19948,Q4WZ6UA,1,157,157,1,157
19949,Q4XU15O,1,199,199,1,199
19950,Q4Y9TD6,1,157,157,1,157
19951,Q4Z0TFS,5,"78, 78, 78, 78, 78",78,1,78
19952,Q58TTUN,2,"85, 195","85, 195",2,"85,195"
19953,Q5AI6QA,2,"106, 106",106,1,106
19954,Q5CSJVJ,1,843,843,1,843
19955,Q5GUWSB,1,86,86,1,86
19956,Q5J7U01,1,145,145,1,145
19957,Q5JGIW4,3,"300, 192, 192","300, 192",2,192
19958,Q5O3Y8R,4,"243, 294, 294, 846","243, 294, 846",3,294
19959,Q5R0F56,20,"66, 113, 66, 113, 113, 113, 113, 113, 577, 578, 134, 134, 582, 28, 578, 134, 582, 401, 582, 203","66, 113, 577, 578, 134, 582, 28, 401, 203",9,113
19960,Q5R3SPB,1,106,106,1,106
19961,Q5RE4Q0,3,"78, 78, 79","78, 79",2,78
19962,Q5RI16C,4,"106, 113, 113, 106","106, 113",2,"106,113"
19963,Q5XBA4Q,1,84,84,1,84
19964,Q5XEJ69,1,849,849,1,849
19965,Q5ZDBHS,11,"83, 83, 105, 90, 44, 84, 356, 84, 459, 105, 299","83, 105, 90, 44, 84, 356, 459, 299",8,"83,105,84"
19966,Q611AC7,9,"75, 79, 79, 75, 856, 856, 856, 113, 33","75, 79, 856, 113, 33",5,856
19967,Q61XPKG,1,386,386,1,386
19968,Q62GIHB,1,578,578,1,578
19969,Q650NLV,2,"537, 84","537, 84",2,"537,84"
19970,Q65M41N,2,"78, 78",78,1,78
19971,Q689LSC,1,86,86,1,86
19972,Q68JJC7,2,"846, 845","846, 845",2,"846,845"
19973,Q6A1YHT,6,"300, 849, 849, 386, 849, 386","300, 849, 386",3,849
19974,Q6B31NK,1,4,4,1,4
19975,Q6CTPNU,1,189,189,1,189
19976,Q6DV965,1,79,79,1,79
19977,Q6EQ0LC,1,90,90,1,90
19978,Q6GQXK8,2,"105, 849","105, 849",2,"105,849"
19979,Q6GRV2D,24,"294, 154, 105, 299, 82, 154, 105, 299, 83, 105, 154, 105, 105, 83, 90, 299, 82, 154, 154, 84, 84, 84, 84, 84","294, 154, 105, 299, 82, 83, 90, 84",8,"154,105,84"
19980,Q6IA6PY,1,191,191,1,191
19981,Q6KEM5P,5,"104, 92, 288, 75, 288","104, 92, 288, 75",4,288
19982,Q6L5SMS,7,"83, 105, 459, 105, 459, 160, 537","83, 105, 459, 160, 537",5,"105,459"
19983,Q6O1H4A,9,"113, 113, 4, 28, 113, 113, 113, 113, 113","113, 4, 28",3,113
19984,Q6O3KAI,1,419,419,1,419
19985,Q6P7XVG,1,134,134,1,134
19986,Q6PLWFZ,17,"83, 83, 459, 84, 84, 105, 105, 386, 84, 105, 386, 105, 84, 154, 84, 154, 105","83, 459, 84, 105, 386, 154",6,"84,105"
19987,Q6RA1XS,6,"83, 84, 84, 84, 84, 84","83, 84",2,84
19988,Q6UREJX,4,"843, 843, 843, 843",843,1,843
19989,Q6XI511,6,"78, 78, 78, 78, 78, 78",78,1,78
19990,Q6Y85L0,1,105,105,1,105
19991,Q6YPNC6,6,"82, 82, 577, 201, 83, 83","82, 577, 201, 83",4,"82,83"
19992,Q74AQQS,1,83,83,1,83
19993,Q770G0C,3,"23, 216, 104","23, 216, 104",3,"23,216,104"
19994,Q77IBJ9,14,"113, 113, 113, 79, 113, 106, 113, 106, 79, 856, 79, 113, 113, 582","113, 79, 106, 856, 582",5,113
19995,Q77ZV9J,7,"225, 459, 86, 225, 105, 105, 105","225, 459, 86, 105",4,105
19996,Q79SO4W,2,"113, 113",113,1,113
19997,Q7B5TEA,1,157,157,1,157
19998,Q7CM3S4,7,"43, 231, 85, 44, 81, 86, 44","43, 231, 85, 44, 81, 86",6,44
19999,Q7EC4TN,3,"83, 846, 189","83, 846, 189",3,"83,846,189"
20000,Q7FEZKL,4,"4, 4, 225, 84","4, 225, 84",3,4
20001,Q7FZ49D,6,"83, 83, 83, 83, 83, 83",83,1,83
20002,Q7KXMFL,1,221,221,1,221
20003,Q7M4G3K,1,105,105,1,105
20004,Q7MSCJ8,10,"188, 188, 188, 188, 113, 188, 113, 113, 679, 676","188, 113, 679, 676",4,188
20005,Q7NW8D7,11,"195, 195, 191, 191, 191, 191, 191, 191, 191, 578, 856","195, 191, 578, 856",4,191
20006,Q7OHKQI,1,299,299,1,299
20007,Q7VZZ7E,5,"161, 161, 161, 161, 573","161, 573",2,161
20008,Q7WB5HR,3,"398, 583, 189","398, 583, 189",3,"398,583,189"
20009,Q7WIXKD,5,"846, 846, 846, 846, 846",846,1,846
20010,Q7XQH9K,1,189,189,1,189
20011,Q84Z674,2,"856, 856",856,1,856
20012,Q877CUA,1,113,113,1,113
20013,Q88OPFT,2,"113, 113",113,1,113
20014,Q8ABZCD,17,"289, 83, 189, 419, 537, 398, 225, 583, 537, 583, 419, 583, 537, 583, 84, 537, 583","289, 83, 189, 419, 537, 398, 225, 583, 84",9,583
20015,Q8EKFS5,1,157,157,1,157
20016,Q8G8K1V,6,"85, 231, 83, 105, 391, 86","85, 231, 83, 105, 391, 86",6,"85,231,83,105,391,86"
20017,Q8GXM22,1,189,189,1,189
20018,Q8GZC0D,1,846,846,1,846
20019,Q8H9EHH,5,"79, 79, 79, 79, 79",79,1,79
20020,Q8L6BCU,9,"201, 201, 201, 201, 201, 83, 197, 197, 846","201, 83, 197, 846",4,201
20021,Q8LVMWJ,2,"401, 401",401,1,401
20022,Q8QAGR4,4,"191, 547, 191, 191","191, 547",2,191
20023,Q8S4CIC,1,582,582,1,582
20024,Q8SYKMQ,4,"83, 243, 43, 243","83, 243, 43",3,243
20025,Q8T8D33,1,84,84,1,84
20026,Q8X0WHG,1,192,192,1,192
20027,Q8Y7P79,2,"20, 104","20, 104",2,"20,104"
20028,Q8ZXUHV,1,386,386,1,386
20029,Q9291A7,5,"85, 391, 386, 386, 90","85, 391, 386, 90",4,386
20030,Q96R7W1,2,"84, 537","84, 537",2,"84,537"
20031,Q975C54,1,907,907,1,907
20032,Q9AB3UG,1,83,83,1,83
20033,Q9AOK1T,1,356,356,1,356
20034,Q9CA27L,1,161,161,1,161
20035,Q9CGA08,2,"78, 78",78,1,78
20036,Q9H7JJV,1,113,113,1,113
20037,Q9HION2,1,196,196,1,196
20038,Q9HW7R4,18,"76, 20, 105, 43, 105, 43, 84, 44, 44, 84, 356, 160, 84, 44, 44, 160, 44, 84","76, 20, 105, 43, 84, 44, 356, 160",8,44
20039,Q9IU7Y6,5,"243, 83, 83, 84, 44","243, 83, 84, 44",4,83
20040,Q9JBEIE,6,"104, 104, 298, 195, 104, 159","104, 298, 195, 159",4,104
20041,Q9KIYDN,1,845,845,1,845
20042,Q9LNH06,4,"105, 105, 225, 105","105, 225",2,105
20043,Q9MPPNJ,1,537,537,1,537
20044,Q9OKH0M,6,"274, 274, 274, 274, 274, 274",274,1,274
20045,Q9PHFWM,6,"575, 105, 105, 84, 84, 846","575, 105, 84, 846",4,"105,84"
20046,Q9QTDVP,6,"23, 386, 386, 386, 846, 846","23, 386, 846",3,386
20047,Q9RRWUJ,3,"85, 294, 83","85, 294, 83",3,"85,294,83"
20048,Q9WJV3A,25,"83, 391, 85, 83, 85, 85, 391, 83, 85, 391, 83, 386, 84, 86, 86, 86, 84, 84, 193, 193, 86, 86, 583, 86, 386","83, 391, 85, 386, 84, 86, 193, 583",8,86
20049,Q9YFL21,2,"113, 201","113, 201",2,"113,201"
20050,Q9YJZ1Q,32,"303, 300, 300, 81, 303, 303, 303, 303, 33, 303, 303, 221, 303, 303, 110, 298, 298, 298, 298, 298, 298, 298, 295, 216, 298, 298, 298, 298, 298, 298, 298, 298","303, 300, 81, 33, 221, 110, 298, 295, 216",9,298
20051,Q9YXNX0,8,"78, 401, 113, 106, 13, 82, 13, 578","78, 401, 113, 106, 13, 82, 578",7,13
20052,QA0VVPD,2,"113, 43","113, 43",2,"113,43"
20053,QA0WWT8,6,"113, 221, 195, 110, 110, 676","113, 221, 195, 110, 676",5,110
20054,QA1SXZA,1,85,85,1,85
20055,QA3QV62,2,"386, 846","386, 846",2,"386,846"
20056,QA71VPL,5,"907, 907, 907, 907, 907",907,1,907
20057,QA7RAZH,1,90,90,1,90
20058,QA9HF48,6,"161, 855, 855, 855, 855, 199","161, 855, 199",3,855
20059,QAAGDKF,3,"386, 386, 386",386,1,386
20060,QAAWBH1,11,"201, 66, 201, 66, 303, 298, 67, 298, 298, 197, 67","201, 66, 303, 298, 67, 197",6,298
20061,QACDXPD,5,"196, 203, 196, 855, 855","196, 203, 855",3,"196,855"
20062,QACGVHI,2,"216, 28","216, 28",2,"216,28"
20063,QAEHY7P,5,"846, 419, 843, 843, 84","846, 419, 843, 84",4,843
20064,QAER2SV,3,"161, 161, 573","161, 573",2,161
20065,QAEWDCD,2,"195, 113","195, 113",2,"195,113"
20066,QAEZ2F1,1,113,113,1,113
20067,QAHY2KX,1,86,86,1,86
20068,QAI8Z5K,3,"113, 113, 113",113,1,113
20069,QAQ7JMD,18,"193, 192, 193, 221, 13, 221, 76, 221, 55, 216, 20, 216, 419, 189, 82, 298, 13, 13","193, 192, 221, 13, 76, 55, 216, 20, 419, 189, 82, 298",12,"221,13"
20070,QASV7EF,6,"83, 83, 83, 43, 105, 225","83, 43, 105, 225",4,83
20071,QAUYZXR,3,"86, 843, 849","86, 843, 849",3,"86,843,849"
20072,QAVVADE,1,43,43,1,43
20073,QAWTEV7,10,"391, 386, 113, 259, 259, 259, 149, 386, 386, 90","391, 386, 113, 259, 149, 90",6,"386,259"
20074,QAXILCE,1,681,681,1,681
20075,QB0OLN2,1,157,157,1,157
20076,QB35ZMQ,1,294,294,1,294
20077,QB564GC,16,"85, 231, 192, 193, 33, 192, 193, 356, 148, 419, 55, 110, 547, 547, 547, 33","85, 231, 192, 193, 33, 356, 148, 419, 55, 110, 547",11,547
20078,QB8FBAO,3,"199, 193, 681","199, 193, 681",3,"199,193,681"
20079,QBARCVY,6,"386, 84, 299, 84, 84, 84","386, 84, 299",3,84
20080,QBBM4XX,2,"243, 243",243,1,243
20081,QBC18NQ,2,"84, 86","84, 86",2,"84,86"
20082,QBCI6EQ,11,"159, 159, 159, 159, 76, 159, 159, 159, 159, 159, 159","159, 76",2,159
20083,QBEIKFJ,2,"304, 459","304, 459",2,"304,459"
20084,QBH85D3,1,83,83,1,83
20085,QBHCDF2,1,85,85,1,85
20086,QBI5056,7,"192, 189, 28, 78, 23, 92, 192","192, 189, 28, 78, 23, 92",6,192
20087,QBJQ8BA,1,289,289,1,289
20088,QBOB9J8,4,"28, 288, 79, 79","28, 288, 79",3,79
20089,QBPWBK6,1,845,845,1,845
20090,QBQAUCR,1,85,85,1,85
20091,QBSY0F5,3,"79, 79, 79",79,1,79
20092,QBUFCTX,1,259,259,1,259
20093,QBUO7ZR,7,"106, 115, 106, 115, 401, 401, 401","106, 115, 401",3,401
20094,QBVG2HK,1,843,843,1,843
20095,QBVL3F7,2,"78, 79","78, 79",2,"78,79"
20096,QBWS8DF,1,201,201,1,201
20097,QBZ4Q7W,7,"4, 274, 180, 578, 33, 679, 33","4, 274, 180, 578, 33, 679",6,33
20098,QC0L8VE,3,"849, 849, 849",849,1,849
20099,QC23784,3,"105, 105, 86","105, 86",2,105
20100,QC4PFP8,2,"191, 191",191,1,191
20101,QC5BOMC,7,"83, 43, 84, 84, 681, 681, 681","83, 43, 84, 681",4,681
20102,QC7T5W0,4,"84, 84, 84, 845","84, 845",2,84
20103,QC8SSOC,1,843,843,1,843
20104,QCAJAEN,17,"192, 573, 176, 192, 192, 192, 192, 192, 547, 547, 192, 547, 547, 4, 855, 192, 855","192, 573, 176, 547, 4, 855",6,192
20105,QCBHNYG,2,"575, 191","575, 191",2,"575,191"
20106,QCK5YC0,2,"845, 846","845, 846",2,"845,846"
20107,QCKFT4W,4,"180, 110, 13, 221","180, 110, 13, 221",4,"180,110,13,221"
20108,QCKPT9R,1,148,148,1,148
20109,QCL75GH,2,"845, 189","845, 189",2,"845,189"
20110,QCPAMNP,11,"105, 83, 294, 294, 105, 289, 106, 105, 289, 105, 105","105, 83, 294, 289, 106",5,105
20111,QCSUE6V,2,"180, 4","180, 4",2,"180,4"
20112,QCT5KVY,19,"81, 81, 55, 55, 583, 55, 583, 386, 583, 55, 386, 843, 846, 310, 583, 197, 846, 356, 197","81, 55, 583, 386, 843, 846, 310, 197, 356",9,"55,583"
20113,QCU4QPQ,2,"105, 85","105, 85",2,"105,85"
20114,QCXJ9VB,11,"573, 855, 855, 855, 855, 855, 855, 573, 573, 855, 855","573, 855",2,855
20115,QCXP3AA,4,"145, 193, 84, 299","145, 193, 84, 299",4,"145,193,84,299"
20116,QCYII2N,11,"55, 398, 289, 583, 398, 289, 398, 86, 105, 84, 398","55, 398, 289, 583, 86, 105, 84",7,398
20117,QCYIP17,7,"92, 92, 92, 92, 92, 92, 92",92,1,92
20118,QCYOL8Q,3,"104, 188, 134","104, 188, 134",3,"104,188,134"
20119,QCZ3N4I,5,"578, 191, 578, 82, 547","578, 191, 82, 547",4,578
20120,QCZ5WK3,1,575,575,1,575
20121,QD0RXFS,6,"55, 681, 577, 681, 681, 148","55, 681, 577, 148",4,681
20122,QD1AKT9,8,"419, 86, 86, 86, 145, 459, 419, 583","419, 86, 145, 459, 583",5,86
20123,QD1M9J6,6,"113, 113, 113, 856, 856, 856","113, 856",2,"113,856"
20124,QD2ZSSN,4,"298, 33, 78, 547","298, 33, 78, 547",4,"298,33,78,547"
20125,QD44KQF,2,"79, 79",79,1,79
20126,QD8VWFS,1,846,846,1,846
20127,QDACUW5,4,"201, 28, 28, 401","201, 28, 401",3,28
20128,QDC08BY,1,419,419,1,419
20129,QDDYWZA,1,85,85,1,85
20130,QDECAAN,1,577,577,1,577
20131,QDEQXVG,1,78,78,1,78
20132,QDEX1JM,1,157,157,1,157
20133,QDGN1WZ,2,"113, 81","113, 81",2,"113,81"
20134,QDGRD9B,1,33,33,1,33
20135,QDH96L0,1,573,573,1,573
20136,QDJSAU0,13,"274, 20, 81, 55, 20, 81, 4, 20, 4, 4, 20, 20, 20","274, 20, 81, 55, 4",5,20
20137,QDKHYYH,3,"841, 134, 841","841, 134",2,841
20138,QDLTCDY,1,207,207,1,207
20139,QDPDAT5,7,"105, 84, 237, 84, 846, 154, 846","105, 84, 237, 846, 154",5,"84,846"
20140,QDPLKHB,1,78,78,1,78
20141,QDV3LE5,1,391,391,1,391
20142,QDVACOA,3,"846, 846, 846",846,1,846
20143,QDWCCY3,1,907,907,1,907
20144,QDX4LPC,6,"23, 113, 23, 23, 23, 113","23, 113",2,23
20145,QDXLWM7,1,28,28,1,28
20146,QDY7SQ4,1,81,81,1,81
20147,QE0M3RG,12,"78, 294, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78","78, 294",2,78
20148,QE2BJPS,5,"84, 846, 105, 84, 160","84, 846, 105, 160",4,84
20149,QE2CHS9,35,"115, 159, 207, 115, 207, 115, 115, 85, 115, 115, 115, 115, 115, 115, 78, 115, 115, 28, 115, 115, 78, 78, 201, 115, 578, 79, 28, 79, 79, 28, 401, 401, 401, 401, 115","115, 159, 207, 85, 78, 28, 201, 578, 79, 401",10,115
20150,QE346H5,2,"386, 386",386,1,386
20151,QE3L78Z,6,"78, 79, 79, 79, 79, 386","78, 79, 386",3,79
20152,QE7XZ5N,5,"259, 79, 79, 67, 67","259, 79, 67",3,"79,67"
20153,QE97GPW,15,"180, 180, 176, 176, 176, 176, 176, 176, 176, 176, 176, 176, 176, 176, 176","180, 176",2,176
20154,QEBRV3R,1,845,845,1,845
20155,QECQJX7,2,"188, 288","188, 288",2,"188,288"
20156,QECUGBJ,1,577,577,1,577
20157,QEFQJTG,1,113,113,1,113
20158,QEGNR49,1,78,78,1,78
20159,QEL8B66,4,"83, 83, 105, 86","83, 105, 86",3,83
20160,QEPLJZO,6,"78, 113, 259, 203, 78, 259","78, 113, 259, 203",4,"78,259"
20161,QERYX8U,1,104,104,1,104
20162,QEV4XD1,37,"105, 195, 85, 83, 105, 83, 83, 154, 105, 304, 83, 83, 154, 84, 105, 84, 84, 105, 84, 84, 105, 84, 537, 386, 84, 105, 84, 105, 105, 84, 84, 84, 84, 154, 86, 154, 84","105, 195, 85, 83, 154, 304, 84, 537, 386, 86",10,84
20163,QEVZ3BZ,1,160,160,1,160
20164,QEX3B3Q,5,"289, 289, 289, 148, 356","289, 148, 356",3,289
20165,QEXFICB,5,"237, 386, 154, 90, 160","237, 386, 154, 90, 160",5,"237,386,154,90,160"
20166,QF05A35,2,"44, 44",44,1,44
20167,QF0LT7T,1,86,86,1,86
20168,QF0M2N0,6,"44, 356, 846, 846, 846, 846","44, 356, 846",3,846
20169,QF2BYF2,2,"4, 4",4,1,4
20170,QF79I2P,1,907,907,1,907
20171,QF79RKL,20,"55, 221, 84, 298, 55, 55, 55, 55, 4, 23, 176, 176, 176, 176, 176, 176, 176, 176, 104, 23","55, 221, 84, 298, 4, 23, 176, 104",8,176
20172,QF816H7,4,"67, 547, 679, 858","67, 547, 679, 858",4,"67,547,679,858"
20173,QF86Z73,21,"83, 85, 83, 85, 85, 85, 83, 85, 83, 391, 148, 386, 386, 84, 84, 386, 105, 84, 84, 84, 356","83, 85, 391, 148, 386, 84, 105, 356",8,"85,84"
20174,QF9AOY2,1,681,681,1,681
20175,QFC3X87,9,"391, 81, 225, 84, 583, 207, 459, 237, 86","391, 81, 225, 84, 583, 207, 459, 237, 86",9,"391,81,225,84,583,207,459,237,86"
20176,QFDUE80,11,"92, 78, 76, 13, 195, 78, 79, 79, 106, 203, 578","92, 78, 76, 13, 195, 79, 106, 203, 578",9,"78,79"
20177,QFGK555,1,106,106,1,106
20178,QFK37OQ,6,"259, 679, 679, 679, 856, 679","259, 679, 856",3,679
20179,QFK856Y,1,401,401,1,401
20180,QFLPWWD,6,"203, 78, 79, 79, 79, 28","203, 78, 79, 28",4,79
20181,QFLZFBG,3,"113, 356, 55","113, 356, 55",3,"113,356,55"
20182,QFSLSQ9,1,23,23,1,23
20183,QFTLVDS,2,"148, 221","148, 221",2,"148,221"
20184,QFTXFYF,5,"195, 113, 28, 113, 201","195, 113, 28, 201",4,113
20185,QFU2SGR,1,681,681,1,681
20186,QFU2U6P,3,"419, 299, 537","419, 299, 537",3,"419,299,537"
20187,QFV9WX0,1,161,161,1,161
20188,QFVI0O3,8,"105, 105, 90, 154, 154, 154, 259, 259","105, 90, 154, 259",4,154
20189,QFWLNUK,6,"201, 78, 43, 298, 856, 856","201, 78, 43, 298, 856",5,856
20190,QFWZ0G1,6,"105, 145, 43, 86, 105, 105","105, 145, 43, 86",4,105
20191,QFZB53X,1,356,356,1,356
20192,QG0C2T5,1,681,681,1,681
20193,QG0R3NL,1,294,294,1,294
20194,QG1AXMP,1,679,679,1,679
20195,QG3GV2E,22,"33, 33, 33, 33, 288, 288, 33, 288, 33, 33, 33, 288, 33, 288, 33, 33, 288, 33, 33, 288, 288, 288","33, 288",2,33
20196,QG54Z0P,3,"195, 78, 259","195, 78, 259",3,"195,78,259"
20197,QG6KMBN,19,"105, 105, 231, 231, 231, 299, 105, 84, 105, 225, 105, 84, 386, 105, 84, 299, 299, 299, 105","105, 231, 299, 84, 225, 386",6,105
20198,QGBNXVF,12,"225, 81, 33, 66, 159, 192, 81, 578, 216, 33, 679, 33","225, 81, 33, 66, 159, 192, 578, 216, 679",9,33
20199,QGCBDLU,2,"231, 419","231, 419",2,"231,419"
20200,QGCCNUL,1,578,578,1,578
20201,QGEHOZ4,5,"4, 81, 81, 4, 134","4, 81, 134",3,"4,81"
20202,QGGT22U,1,78,78,1,78
20203,QGKV626,3,"44, 419, 86","44, 419, 86",3,"44,419,86"
20204,QGO5UKM,3,"106, 299, 105","106, 299, 105",3,"106,299,105"
20205,QGPDXN5,12,"78, 78, 78, 28, 78, 78, 113, 259, 28, 28, 79, 43","78, 28, 113, 259, 79, 43",6,78
20206,QGTNUH9,2,"90, 419","90, 419",2,"90,419"
20207,QGTOB4H,10,"105, 90, 105, 105, 105, 356, 356, 846, 846, 846","105, 90, 356, 846",4,105
20208,QGU088A,1,28,28,1,28
20209,QGWNY89,1,386,386,1,386
20210,QGXAFJ7,1,199,199,1,199
20211,QH13EEM,3,"85, 85, 83","85, 83",2,85
20212,QH39BM1,4,"78, 105, 243, 113","78, 105, 243, 113",4,"78,105,243,113"
20213,QH3DZ6S,1,846,846,1,846
20214,QH4465B,1,858,858,1,858
20215,QH4TQVA,3,"578, 578, 188","578, 188",2,578
20216,QH6K2PH,2,"679, 679",679,1,679
20217,QH6WROW,8,"161, 161, 28, 225, 161, 28, 573, 573","161, 28, 225, 573",4,161
20218,QH8TXS1,1,105,105,1,105
20219,QHA2YY2,4,"259, 259, 259, 259",259,1,259
20220,QHADGS6,40,"83, 83, 289, 148, 83, 105, 289, 289, 83, 231, 105, 83, 289, 84, 84, 84, 160, 105, 105, 84, 105, 84, 160, 105, 386, 105, 86, 583, 86, 225, 84, 398, 84, 105, 84, 105, 154, 846, 846, 846","83, 289, 148, 105, 231, 84, 160, 386, 86, 583, 225, 398, 154, 846",14,105
20221,QHAV5V2,4,"84, 105, 44, 356","84, 105, 44, 356",4,"84,105,44,356"
20222,QHB6RLY,17,"199, 225, 304, 300, 105, 225, 237, 44, 537, 537, 537, 537, 537, 148, 84, 356, 84","199, 225, 304, 300, 105, 237, 44, 537, 148, 84, 356",11,537
20223,QHD0L7F,2,"86, 86",86,1,86
20224,QHDN53L,1,196,196,1,196
20225,QHGEF80,6,"231, 23, 578, 259, 681, 547","231, 23, 578, 259, 681, 547",6,"231,23,578,259,681,547"
20226,QHHIWOF,9,"113, 113, 78, 193, 78, 189, 28, 681, 681","113, 78, 193, 189, 28, 681",6,"113,78,681"
20227,QHI9PY1,4,"189, 386, 189, 189","189, 386",2,189
20228,QHJTY1J,1,907,907,1,907
20229,QHKREPH,3,"84, 84, 843","84, 843",2,84
20230,QHLJXNO,5,"846, 846, 846, 846, 846",846,1,846
20231,QHLKMNI,11,"231, 391, 85, 86, 86, 86, 86, 225, 105, 84, 84","231, 391, 85, 86, 225, 105, 84",7,86
20232,QHLWAOT,2,"195, 191","195, 191",2,"195,191"
20233,QHMMLBX,15,"191, 191, 191, 191, 191, 191, 191, 191, 191, 191, 191, 191, 191, 191, 191",191,1,191
20234,QHN66FV,5,"83, 243, 83, 83, 386","83, 243, 386",3,83
20235,QHOU81J,1,180,180,1,180
20236,QHR1LF3,2,"846, 846",846,1,846
20237,QHU3IVE,1,115,115,1,115
20238,QHUCB6L,2,"855, 855",855,1,855
20239,QHUEA8K,5,"583, 583, 583, 582, 582","583, 582",2,583
20240,QHUHJI6,5,"104, 104, 104, 188, 250","104, 188, 250",3,104
20241,QHVNB9F,2,"858, 28","858, 28",2,"858,28"
20242,QHWOC51,6,"159, 159, 159, 159, 159, 159",159,1,159
20243,QHX2UVQ,1,145,145,1,145
20244,QHZ92X9,1,295,295,1,295
20245,QI0C700,3,"79, 578, 679","79, 578, 679",3,"79,578,679"
20246,QI0KN5C,1,113,113,1,113
20247,QI28IPJ,12,"157, 66, 157, 157, 66, 157, 157, 679, 676, 679, 676, 676","157, 66, 679, 676",4,157
20248,QI3QPL2,3,"188, 288, 288","188, 288",2,288
20249,QI4EZQ4,10,"849, 849, 849, 849, 849, 849, 849, 849, 849, 849",849,1,849
20250,QI6BE95,1,583,583,1,583
20251,QIAABU2,2,"79, 79",79,1,79
20252,QIAF5D2,1,907,907,1,907
20253,QICRASK,1,84,84,1,84
20254,QID5Q74,2,"84, 78","84, 78",2,"84,78"
20255,QIE4RPL,17,"55, 86, 55, 583, 55, 575, 55, 55, 55, 356, 55, 849, 55, 849, 225, 583, 849","55, 86, 583, 575, 356, 849, 225",7,55
20256,QIFCA7O,3,"231, 225, 237","231, 225, 237",3,"231,225,237"
20257,QIFI4W5,2,"225, 303","225, 303",2,"225,303"
20258,QIJQS0O,1,391,391,1,391
20259,QIMRSCQ,1,573,573,1,573
20260,QIOOXCY,2,"105, 105",105,1,105
20261,QIOS498,3,"161, 161, 573","161, 573",2,161
20262,QIQCEQS,45,"113, 78, 4, 78, 78, 113, 221, 23, 4, 78, 221, 78, 4, 113, 221, 20, 221, 221, 4, 78, 106, 259, 4, 78, 79, 106, 578, 216, 4, 295, 547, 4, 106, 106, 216, 216, 4, 106, 216, 216, 216, 858, 216, 23, 4","113, 78, 4, 221, 23, 20, 106, 259, 79, 578, 216, 295, 547, 858",14,4
20263,QIRZ6JI,1,855,855,1,855
20264,QISKOXC,2,"265, 79","265, 79",2,"265,79"
20265,QIVMJKV,2,"113, 113",113,1,113
20266,QIXFNFY,1,55,55,1,55
20267,QIYKK6T,2,"86, 84","86, 84",2,"86,84"
20268,QIYWCF2,11,"192, 23, 104, 192, 104, 4, 23, 104, 23, 28, 23","192, 23, 104, 4, 28",5,23
20269,QIZBCBG,11,"78, 78, 78, 78, 78, 43, 28, 43, 43, 159, 79","78, 43, 28, 159, 79",5,78
20270,QIZVIMC,2,"105, 259","105, 259",2,"105,259"
20271,QJ039QU,4,"386, 386, 386, 84","386, 84",2,386
20272,QJ2TF1Z,9,"195, 113, 113, 113, 679, 676, 676, 676, 676","195, 113, 679, 676",4,676
20273,QJ3AIJF,1,85,85,1,85
20274,QJ6X9M1,1,575,575,1,575
20275,QJ8QU7P,21,"391, 193, 84, 180, 84, 105, 386, 180, 583, 583, 419, 207, 583, 105, 583, 398, 225, 225, 86, 537, 537","391, 193, 84, 180, 105, 386, 583, 419, 207, 398, 225, 86, 537",13,583
